Année;Cote_A;Cote_null;Cote_B;Nb_BM;Equipe_A;Equipe_B;Score_A;Score_B
2014-2015;2.61;3.15;2.88;9;Lyon;Monaco;2;1
2014-2015;1.44;4.28;8.18;8;Paris SG;St Etienne;5;0
2014-2015;2.83;3.13;2.62;8;Metz;Lyon;2;1
2014-2015;1.68;3.57;5.49;8;Bordeaux;Bastia;1;1
2014-2015;2.44;3.14;3.06;8;Caen;Rennes;0;1
2014-2015;2.25;3.21;3.34;8;Lens;Reims;4;2
2014-2015;2.33;3.12;3.30;8;Lorient;Guingamp;4;0
2014-2015;2.31;3.09;3.36;8;Nantes;Montpellier;1;0
2014-2015;1.86;3.40;4.47;8;Toulouse;Thonon-Evian;1;0
2014-2015;1.99;3.24;4.11;8;Monaco;Lille;1;1
2014-2015;1.52;3.86;7.31;8;Marseille;Nice;4;0
2014-2015;3.54;3.16;2.18;8;Nantes;Monaco;0;1
2014-2015;1.63;3.66;5.94;8;St Etienne;Rennes;0;0
2014-2015;1.56;3.86;6.41;8;Lyon;Lens;0;1
2014-2015;2.56;3.27;2.80;8;Bastia;Toulouse;1;0
2014-2015;1.78;3.39;5.02;8;Lille;Lorient;2;0
2014-2015;1.92;3.35;4.29;8;Montpellier;Metz;2;0
2014-2015;3.05;3.13;2.46;8;Nice;Bordeaux;1;3
2014-2015;2.60;3.17;2.82;8;Reims;Caen;0;2
2014-2015;2.83;3.09;2.65;8;Guingamp;Marseille;0;1
2014-2015;7.91;4.59;1.41;8;Thonon-Evian;Paris SG;0;0
2014-2015;2.83;3.16;2.61;7;Bordeaux;Monaco;4;1
2014-2015;1.62;3.70;6.04;7;Marseille;Montpellier;0;2
2014-2015;1.49;4.07;7.36;7;St Etienne;Reims;3;1
2014-2015;3.01;3.04;2.55;7;Lens;Guingamp;0;1
2014-2015;1.79;3.45;4.88;7;Lorient;Nice;0;0
2014-2015;2.39;3.03;3.26;7;Metz;Nantes;1;1
2014-2015;1.91;3.34;4.34;7;Rennes;Thonon-Evian;6;2
2014-2015;2.40;3.19;3.11;7;Toulouse;Lyon;2;1
2014-2015;1.15;7.95;18.39;7;Paris SG;Bastia;2;0
2014-2015;4.00;3.26;2.02;7;Caen;Lille;0;1
2014-2015;1.40;4.37;8.96;8;Monaco;Lorient;1;2
2014-2015;2.00;3.24;4.04;8;Lyon;Rennes;2;0
2014-2015;3.73;3.30;2.05;8;Bastia;Marseille;3;3
2014-2015;2.99;3.05;2.55;8;Guingamp;St Etienne;0;2
2014-2015;1.51;3.95;7.10;8;Lille;Metz;0;0
2014-2015;2.64;3.06;2.86;8;Montpellier;Bordeaux;0;1
2014-2015;1.87;3.39;4.49;8;Nantes;Lens;1;0
2014-2015;2.86;3.09;2.62;8;Nice;Toulouse;3;2
2014-2015;2.45;3.10;3.09;8;Thonon-Evian;Caen;0;3
2014-2015;9.69;4.77;1.35;8;Reims;Paris SG;2;2
2013-2014;2.21;3.37;3.24;7;Bastia;Nantes;0;0
2013-2014;5.16;3.83;1.66;7;Lorient;Lille;1;4
2013-2014;1.42;4.39;7.69;7;Marseille;Guingamp;1;0
2013-2014;1.78;3.55;4.66;7;Monaco;Bordeaux;1;1
2013-2014;4.58;3.61;1.77;7;Nice;Lyon;0;1
2013-2014;1.29;5.67;9.76;7;Paris SG;Montpellier;4;0
2013-2014;2.21;3.37;3.25;7;Reims;Rennes;1;3
2013-2014;1.90;3.53;4.05;7;Sochaux;Thonon-Evian;0;3
2013-2014;1.16;7.61;15.60;7;St Etienne;AC Ajaccio;3;1
2013-2014;1.57;4.01;5.89;7;Toulouse;Valenciennes;3;1
2013-2014;3.03;3.33;2.36;7;AC Ajaccio;Reims;2;1
2013-2014;2.96;3.29;2.42;7;Bordeaux;Marseille;1;1
2013-2014;1.72;3.74;4.76;7;Guingamp;Toulouse;2;0
2013-2014;2.68;3.26;2.67;7;Lille;Paris SG;1;3
2013-2014;1.42;4.59;7.61;7;Lyon;Lorient;0;1
2013-2014;1.60;3.92;5.71;7;Montpellier;Bastia;0;2
2013-2014;3.94;3.42;1.96;7;Nantes;St Etienne;1;3
2013-2014;2.98;3.41;2.35;7;Rennes;Sochaux;1;2
2013-2014;1.51;4.06;6.96;7;Thonon-Evian;Nice;2;0
2013-2014;3.34;3.36;2.18;7;Valenciennes;Monaco;1;2
2013-2014;1.20;6.67;14.40;8;Paris SG;Rennes;1;2
2013-2014;1.69;3.68;5.18;8;Monaco;Guingamp;1;1
2013-2014;2.05;3.29;3.79;8;Marseille;Lyon;4;2
2013-2014;1.40;4.62;7.94;8;Lorient;AC Ajaccio;1;0
2013-2014;2.53;3.21;2.87;8;Reims;Thonon-Evian;1;0
2013-2014;1.80;3.54;4.61;8;Sochaux;Nice;2;0
2013-2014;1.82;3.56;4.46;8;Toulouse;Nantes;1;1
2013-2014;2.78;3.28;2.55;8;Valenciennes;Bordeaux;0;1
2013-2014;1.53;3.98;6.81;8;St Etienne;Montpellier;2;0
2013-2014;5.67;3.72;1.65;8;Bastia;Lille;1;1
2013-2014;1.67;3.55;5.84;8;Lille;Bordeaux;2;1
2013-2014;1.42;4.50;8.04;7;Lyon;Bastia;4;1
2013-2014;6.99;4.39;1.46;7;Sochaux;Paris SG;1;1
2013-2014;1.82;3.50;4.60;7;Guingamp;Valenciennes;1;0
2013-2014;2.13;3.32;3.51;7;Montpellier;Toulouse;2;1
2013-2014;1.90;3.34;4.38;7;Nice;Reims;1;0
2013-2014;2.26;3.21;3.33;7;Rennes;Lorient;1;1
2013-2014;3.61;3.24;2.13;7;Thonon-Evian;St Etienne;1;2
2013-2014;7.66;4.40;1.44;7;AC Ajaccio;Monaco;1;4
2013-2014;3.39;3.16;2.26;7;Nantes;Marseille;1;1
2013-2014;1.20;6.48;15.14;7;Paris SG;Thonon-Evian;1;0
2013-2014;2.75;3.27;2.58;7;Toulouse;Lyon;0;0
2013-2014;2.20;3.20;3.46;7;Marseille;Lille;0;0
2013-2014;1.79;3.55;4.64;7;Bastia;AC Ajaccio;2;1
2013-2014;2.06;3.18;3.92;7;Bordeaux;Guingamp;5;1
2013-2014;2.47;3.10;3.06;7;Lorient;Montpellier;4;4
2013-2014;2.47;3.28;2.87;7;Reims;Sochaux;0;1
2013-2014;2.16;3.22;3.59;7;Valenciennes;Nantes;2;6
2013-2014;1.41;4.41;8.64;7;Monaco;Nice;1;0
2013-2014;1.51;4.09;6.81;7;St Etienne;Rennes;0;0
2013-2014;4.65;3.60;1.77;8;Lyon;Paris SG;1;0
2013-2014;3.53;3.18;2.18;7;Reims;St Etienne;2;2
2013-2014;2.47;2.83;3.36;7;Nantes;Guingamp;1;0
2013-2014;3.92;3.42;1.97;7;AC Ajaccio;Bordeaux;1;1
2013-2014;2.48;2.99;3.16;7;Nice;Lorient;1;2
2013-2014;3.34;3.22;2.25;7;Rennes;Monaco;0;1
2013-2014;2.60;3.30;2.72;7;Sochaux;Toulouse;2;0
2013-2014;1.82;3.40;4.78;7;Thonon-Evian;Bastia;2;1
2013-2014;1.56;3.84;6.56;7;Lille;Valenciennes;1;0
2013-2014;2.44;3.16;3.05;7;Montpellier;Marseille;2;3
2013-2014;1.41;4.32;8.76;8;Monaco;Nantes;3;1
2013-2014;2.75;3.19;2.63;8;Valenciennes;Lyon;1;2
2013-2014;1.47;3.97;8.18;8;St Etienne;Nice;1;1
2013-2014;2.08;3.25;3.75;8;Bastia;Sochaux;2;2
2013-2014;2.22;3.15;3.50;8;Bordeaux;Rennes;2;2
2013-2014;2.50;2.89;3.25;8;Guingamp;Montpellier;1;2
2013-2014;1.85;3.36;4.60;8;Lorient;Thonon-Evian;1;1
2013-2014;2.61;3.04;2.91;8;Toulouse;Lille;1;2
2013-2014;1.26;5.63;11.84;8;Paris SG;Reims;3;0
2013-2014;1.34;4.89;10.02;8;Marseille;AC Ajaccio;3;1
2013-2014;2.50;3.11;2.99;8;Lyon;St Etienne;1;2
2013-2014;1.66;3.37;6.39;8;Lille;Guingamp;1;0
2013-2014;1.77;3.47;4.99;8;Rennes;Bastia;3;0
2013-2014;3.98;3.40;1.96;8;AC Ajaccio;Toulouse;2;2
2013-2014;1.76;3.44;5.08;8;Montpellier;Valenciennes;0;0
2013-2014;2.80;3.03;2.71;8;Nantes;Bordeaux;0;0
2013-2014;2.45;3.11;3.06;8;Reims;Lorient;1;1
2013-2014;4.11;3.29;1.97;8;Thonon-Evian;Monaco;1;0
2013-2014;3.14;3.21;2.36;8;Sochaux;Marseille;1;1
2013-2014;8.40;4.60;1.39;7;Nice;Paris SG;0;1
2013-2014;1.96;3.29;4.12;8;Monaco;Lille;1;1
2013-2014;2.78;3.05;2.70;8;Guingamp;Lyon;0;1
2013-2014;1.52;3.91;6.93;8;St Etienne;Sochaux;3;1
2013-2014;2.16;3.16;3.60;8;Bastia;Reims;2;0
2013-2014;1.91;3.24;4.49;8;Bordeaux;Nice;1;1
2013-2014;2.73;3.04;2.78;8;Nantes;Montpellier;2;1
2013-2014;1.68;3.57;5.61;8;Toulouse;Thonon-Evian;1;1
2013-2014;1.47;4.18;7.64;8;Valenciennes;AC Ajaccio;2;3
2013-2014;1.68;3.56;5.62;8;Marseille;Rennes;0;1
2013-2014;7.97;4.52;1.41;8;Lorient;Paris SG;0;1
2013-2014;1.34;4.84;9.59;8;Paris SG;St Etienne;2;0
2013-2014;2.68;3.13;2.77;7;Lyon;Monaco;2;3
2013-2014;1.96;3.16;4.38;7;Montpellier;Bordeaux;1;1
2013-2014;3.20;3.09;2.39;7;AC Ajaccio;Guingamp;1;2
2013-2014;2.20;3.16;3.54;7;Nice;Bastia;2;0
2013-2014;2.41;3.20;3.04;7;Rennes;Toulouse;2;3
2013-2014;2.57;3.22;2.80;7;Sochaux;Lorient;2;0
2013-2014;2.17;3.20;3.53;7;Thonon-Evian;Valenciennes;0;1
2013-2014;1.49;3.89;7.68;7;Lille;Nantes;0;0
2013-2014;3.25;3.16;2.33;7;Reims;Marseille;1;1
2013-2014;2.45;3.01;3.18;8;Bordeaux;Lyon;1;2
2013-2014;2.85;3.17;2.57;8;Lorient;St Etienne;1;0
2013-2014;2.03;3.21;4.00;8;Lille;Montpellier;2;0
2013-2014;1.96;3.21;4.26;8;Guingamp;Thonon-Evian;0;1
2013-2014;1.29;5.29;10.72;8;Monaco;Sochaux;2;1
2013-2014;1.67;3.59;5.56;8;Nantes;AC Ajaccio;2;2
2013-2014;1.81;3.36;5.04;8;Toulouse;Reims;3;2
2013-2014;2.44;3.12;3.07;8;Valenciennes;Rennes;2;1
2013-2014;9.43;4.99;1.33;8;Bastia;Paris SG;0;3
2013-2014;1.53;3.87;6.77;8;Marseille;Nice;0;1
2013-2014;1.33;5.08;9.59;8;Paris SG;Marseille;2;0
2013-2014;2.30;3.21;3.25;8;Lyon;Montpellier;0;0
2013-2014;5.29;3.58;1.70;7;AC Ajaccio;Lille;2;3
2013-2014;1.66;3.65;5.61;7;Lorient;Bastia;1;1
2013-2014;2.97;3.10;2.54;7;Nice;Toulouse;0;2
2013-2014;2.33;3.11;3.29;7;Reims;Valenciennes;3;1
2013-2014;2.04;3.20;3.99;7;Rennes;Guingamp;0;2
2013-2014;3.34;3.13;2.30;7;Sochaux;Bordeaux;2;0
2013-2014;2.58;3.03;2.98;7;St Etienne;Monaco;2;0
2013-2014;2.23;3.11;3.50;7;Thonon-Evian;Nantes;2;0
2013-2014;1.93;3.27;4.32;8;Bordeaux;Lorient;3;2
2013-2014;2.17;3.21;3.52;8;Lille;Lyon;0;0
2013-2014;2.19;3.13;3.57;8;Nantes;Rennes;0;3
2013-2014;6.90;4.16;1.50;8;Toulouse;Paris SG;2;4
2013-2014;3.43;3.19;2.22;8;Bastia;St Etienne;0;2
2013-2014;1.74;3.52;5.03;8;Bordeaux;Thonon-Evian;2;1
2013-2014;2.06;3.17;3.94;8;Guingamp;Nice;1;0
2013-2014;1.40;4.31;9.21;8;Montpellier;AC Ajaccio;2;0
2013-2014;1.80;3.38;4.98;8;Valenciennes;Sochaux;2;2
2013-2014;1.71;3.53;5.29;8;Marseille;Lorient;1;0
2013-2014;1.32;5.01;10.26;8;Monaco;Reims;3;2
2013-2014;2.10;3.25;3.69;8;St Etienne;Marseille;1;1
2013-2014;3.60;3.19;2.16;8;Thonon-Evian;Lille;2;2
2013-2014;1.35;4.71;9.51;8;Lyon;AC Ajaccio;3;1
2013-2014;2.05;3.26;3.85;8;Lorient;Toulouse;1;3
2013-2014;2.20;3.14;3.53;8;Nice;Nantes;0;0
2013-2014;2.88;3.02;2.65;8;Reims;Bordeaux;1;0
2013-2014;2.84;3.07;2.67;8;Rennes;Montpellier;2;2
2013-2014;2.59;3.07;2.93;8;Sochaux;Guingamp;1;0
2013-2014;4.62;3.47;1.81;8;Bastia;Monaco;0;2
2013-2014;1.18;7.24;15.50;8;Paris SG;Valenciennes;3;0
2013-2014;1.78;3.42;4.95;8;Toulouse;Bastia;1;3
2013-2014;3.39;3.22;2.23;8;Monaco;Paris SG;1;1
2013-2014;2.82;3.07;2.67;8;Nantes;Lyon;1;2
2013-2014;3.09;3.17;2.41;8;AC Ajaccio;Rennes;3;1
2013-2014;1.90;3.27;4.55;8;Guingamp;Reims;1;2
2013-2014;1.37;4.62;9.32;8;Lille;Sochaux;2;0
2013-2014;1.59;3.71;6.25;8;Montpellier;Thonon-Evian;1;1
2013-2014;2.19;3.12;3.60;8;Valenciennes;Nice;2;1
2013-2014;1.56;3.86;6.34;8;Marseille;Bastia;3;0
2013-2014;2.75;3.09;2.72;8;Toulouse;St Etienne;0;0
2013-2014;1.78;3.50;4.83;8;Marseille;Toulouse;2;2
2013-2014;2.96;3.18;2.48;8;Rennes;Lyon;2;0
2013-2014;3.24;3.06;2.39;8;Nice;Lille;1;0
2013-2014;2.20;3.14;3.52;8;Bastia;Guingamp;3;2
2013-2014;2.84;3.11;2.65;8;Reims;Montpellier;2;4
2013-2014;2.82;3.12;2.63;8;Sochaux;Nantes;1;0
2013-2014;1.49;3.99;7.40;8;St Etienne;Valenciennes;3;0
2013-2014;1.60;3.77;6.11;8;Thonon-Evian;AC Ajaccio;1;1
2013-2014;3.62;3.23;2.13;8;Lorient;Monaco;2;2
2013-2014;1.24;5.91;12.70;8;Paris SG;Bordeaux;2;0
2013-2014;1.59;3.77;6.16;8;Marseille;Valenciennes;2;1
2013-2014;1.82;3.45;4.61;8;Monaco;Marseille;2;0
2013-2014;2.75;3.03;2.77;8;Bordeaux;St Etienne;2;0
2013-2014;1.49;4.04;7.17;8;Lyon;Thonon-Evian;3;0
2013-2014;2.26;3.10;3.45;8;AC Ajaccio;Sochaux;1;1
2013-2014;1.82;3.37;4.82;8;Montpellier;Nice;3;1
2013-2014;1.99;3.15;4.27;8;Nantes;Reims;0;0
2013-2014;2.46;3.17;2.98;8;Valenciennes;Lorient;1;1
2013-2014;8.96;4.77;1.36;8;Guingamp;Paris SG;1;1
2013-2014;1.64;3.69;5.78;8;Lille;Rennes;1;1
2013-2014;1.20;6.48;14.46;8;Paris SG;Nantes;5;0
2013-2014;4.22;3.26;1.96;8;Toulouse;Monaco;0;2
2013-2014;3.19;3.19;2.33;8;Reims;Lyon;0;2
2013-2014;2.97;3.13;2.51;8;Bastia;Bordeaux;1;0
2013-2014;1.92;3.31;4.31;8;Lorient;Guingamp;2;0
2013-2014;1.66;3.63;5.70;8;Nice;AC Ajaccio;2;0
2013-2014;1.76;3.54;4.84;8;Rennes;Thonon-Evian;0;0
2013-2014;3.13;3.15;2.39;8;Sochaux;Montpellier;0;2
2013-2014;2.40;3.07;3.17;8;St Etienne;Lille;2;0
2013-2014;1.47;4.07;7.77;8;Lille;Reims;1;2
2013-2014;3.48;3.21;2.18;8;Thonon-Evian;Marseille;1;2
2013-2014;2.15;3.19;3.58;8;Nantes;Lorient;1;0
2013-2014;2.00;3.25;4.02;8;Bordeaux;Toulouse;0;1
2013-2014;3.09;3.12;2.43;8;Guingamp;St Etienne;0;0
2013-2014;1.41;4.36;7.85;8;Lyon;Sochaux;2;0
2013-2014;2.10;3.12;3.86;8;Rennes;Nice;0;0
2013-2014;2.06;3.32;3.72;8;Valenciennes;Bastia;3;2
2013-2014;14.14;6.58;1.21;8;AC Ajaccio;Paris SG;1;2
2013-2014;4.62;3.42;1.83;8;Montpellier;Monaco;1;1
2013-2014;1.50;4.10;6.89;8;St Etienne;Thonon-Evian;1;0
2013-2014;1.49;4.14;6.97;8;Paris SG;Lille;2;2
2013-2014;2.68;3.15;2.73;8;Lorient;Lyon;2;2
2013-2014;1.98;3.24;4.01;8;Marseille;Bordeaux;2;2
2013-2014;2.81;3.11;2.67;8;Bastia;Montpellier;0;0
2013-2014;1.91;3.23;4.37;8;Nice;Thonon-Evian;3;1
2013-2014;1.67;3.46;5.72;8;Reims;AC Ajaccio;4;1
2013-2014;2.90;3.13;2.51;8;Sochaux;Rennes;2;1
2013-2014;1.82;3.39;4.61;8;Toulouse;Guingamp;0;0
2013-2014;1.80;3.36;4.92;8;St Etienne;Nantes;2;0
2013-2014;1.24;5.56;13.13;8;Monaco;Valenciennes;1;2
2013-2014;2.21;3.13;3.45;8;Lyon;Marseille;2;2
2013-2014;1.39;4.46;8.94;8;Lille;Bastia;2;1
2013-2014;1.64;3.58;5.96;8;Bordeaux;Valenciennes;2;1
2013-2014;3.75;3.19;2.08;8;AC Ajaccio;Lorient;1;2
2013-2014;4.68;3.43;1.81;8;Guingamp;Monaco;0;2
2013-2014;2.07;3.19;3.85;8;Nantes;Toulouse;1;2
2013-2014;1.71;3.56;5.34;8;Nice;Sochaux;1;0
2013-2014;2.14;3.11;3.74;8;Thonon-Evian;Reims;1;1
2013-2014;7.37;4.55;1.43;8;Rennes;Paris SG;1;3
2013-2014;2.63;3.17;2.77;8;Montpellier;St Etienne;0;1
2013-2014;1.17;6.96;18.13;8;Monaco;AC Ajaccio;1;0
2013-2014;2.91;3.23;2.48;8;Bastia;Lyon;1;3
2013-2014;2.01;3.32;3.87;8;Toulouse;Montpellier;1;1
2013-2014;2.72;3.02;2.79;8;Bordeaux;Lille;1;0
2013-2014;1.93;3.31;4.28;7;Lorient;Rennes;2;0
2013-2014;2.20;3.12;3.57;7;Reims;Nice;1;0
2013-2014;2.20;3.11;3.57;7;Valenciennes;Guingamp;1;1
2013-2014;1.11;9.16;24.71;7;Paris SG;Sochaux;5;0
2013-2014;1.79;3.37;5.09;7;Marseille;Nantes;0;1
2013-2014;1.85;3.41;4.50;8;Lyon;Toulouse;1;1
2013-2014;9.57;5.19;1.32;8;Thonon-Evian;Paris SG;2;0
2013-2014;3.43;3.26;2.18;8;AC Ajaccio;Bastia;1;1
2013-2014;2.56;3.11;2.90;8;Guingamp;Bordeaux;0;1
2013-2014;1.77;3.47;4.98;8;Montpellier;Lorient;0;2
2013-2014;2.91;3.19;2.52;8;Rennes;St Etienne;3;1
2013-2014;2.09;3.25;3.70;8;Sochaux;Reims;0;2
2013-2014;4.90;3.46;1.77;8;Nice;Monaco;0;3
2013-2014;2.05;3.27;3.79;8;Lille;Marseille;1;0
2013-2014;1.69;3.55;5.53;8;Nantes;Valenciennes;2;1
2013-2014;1.33;5.18;9.21;8;Paris SG;Lyon;4;0
2013-2014;2.14;3.23;3.58;8;Bastia;Thonon-Evian;2;0
2013-2014;1.44;4.16;8.35;8;Bordeaux;AC Ajaccio;4;0
2013-2014;2.46;3.08;3.07;8;Guingamp;Nantes;1;0
2013-2014;1.95;3.18;4.39;8;Lorient;Nice;3;0
2013-2014;1.73;3.53;5.15;8;Toulouse;Sochaux;5;1
2013-2014;4.16;3.32;1.95;8;Valenciennes;Lille;0;1
2013-2014;1.46;4.23;7.52;8;Monaco;Rennes;2;0
2013-2014;1.64;3.65;5.86;8;St Etienne;Reims;4;0
2013-2014;1.85;3.43;4.48;8;Marseille;Montpellier;2;0
2013-2014;3.42;3.17;2.23;8;Nantes;Monaco;0;1
2013-2014;2.98;3.06;2.54;8;Nice;St Etienne;0;1
2013-2014;1.60;3.62;6.49;8;Lille;Toulouse;1;0
2013-2014;1.60;3.81;5.89;8;Lyon;Valenciennes;1;1
2013-2014;1.85;3.31;4.74;8;Montpellier;Guingamp;1;1
2013-2014;2.42;3.13;3.08;8;Rennes;Bordeaux;1;1
2013-2014;2.18;3.23;3.48;8;Sochaux;Bastia;1;1
2013-2014;2.24;3.21;3.38;8;Thonon-Evian;Lorient;0;4
2013-2014;6.90;4.01;1.50;8;Reims;Paris SG;0;3
2013-2014;4.24;3.35;1.93;8;AC Ajaccio;Marseille;1;3
2013-2014;2.05;3.30;3.77;8;St Etienne;Lyon;1;2
2013-2014;1.52;3.91;6.83;8;Marseille;Sochaux;2;1
2013-2014;2.11;3.13;3.79;8;Bordeaux;Nantes;0;3
2013-2014;2.46;3.17;2.98;8;Bastia;Rennes;1;0
2013-2014;3.09;3.12;2.42;8;Guingamp;Lille;0;0
2013-2014;2.02;3.25;3.96;8;Lorient;Reims;0;0
2013-2014;1.56;3.77;6.69;8;Toulouse;AC Ajaccio;1;1
2013-2014;2.33;3.15;3.26;8;Valenciennes;Montpellier;1;1
2013-2014;1.19;6.64;16.06;8;Paris SG;Nice;3;1
2013-2014;1.27;5.65;11.73;8;Monaco;Thonon-Evian;1;1
2013-2014;2.55;3.13;2.91;8;Lille;Monaco;2;0
2013-2014;2.37;3.01;3.31;8;Montpellier;Nantes;1;1
2013-2014;2.31;3.11;3.30;8;Nice;Bordeaux;1;2
2013-2014;2.41;3.04;3.13;8;AC Ajaccio;Valenciennes;1;3
2013-2014;1.71;3.52;5.41;8;Lyon;Guingamp;2;0
2013-2014;2.12;3.18;3.59;8;Reims;Bastia;4;2
2013-2014;3.51;3.23;2.14;8;Sochaux;St Etienne;0;0
2013-2014;2.60;3.13;2.79;8;Thonon-Evian;Toulouse;2;1
2013-2014;2.58;3.19;2.82;8;Rennes;Marseille;1;1
2013-2014;1.19;6.61;15.82;8;Paris SG;Lorient;4;0
2013-2014;5.18;3.80;1.67;8;St Etienne;Paris SG;2;2
2013-2014;1.50;4.02;7.08;8;Monaco;Lyon;2;1
2013-2014;2.08;3.14;3.88;8;Bordeaux;Montpellier;2;0
2013-2014;2.40;3.13;3.12;8;Bastia;Nice;1;0
2013-2014;1.62;3.73;5.94;8;Guingamp;AC Ajaccio;2;1
2013-2014;1.75;3.45;5.14;8;Lorient;Sochaux;2;1
2013-2014;1.91;3.30;4.35;8;Toulouse;Rennes;0;5
2013-2014;1.95;3.34;4.10;8;Valenciennes;Thonon-Evian;0;1
2013-2014;1.59;3.66;6.47;8;Marseille;Reims;2;3
2013-2014;2.62;3.05;2.89;8;Nantes;Lille;0;1
2013-2014;2.11;3.30;3.55;8;Lyon;Bordeaux;1;1
2013-2014;1.61;3.71;5.90;8;St Etienne;Lorient;3;2
2013-2014;7.61;4.16;1.45;8;Sochaux;Monaco;2;2
2013-2014;3.16;3.10;2.37;8;AC Ajaccio;Nantes;0;1
2013-2014;2.81;3.14;2.61;8;Montpellier;Lille;0;1
2013-2014;1.75;3.50;4.87;8;Rennes;Valenciennes;2;2
2013-2014;2.31;3.19;3.15;8;Thonon-Evian;Guingamp;1;2
2013-2014;1.24;5.84;12.55;8;Paris SG;Bastia;4;0
2013-2014;2.79;3.11;2.64;8;Nice;Marseille;1;0
2013-2014;2.71;3.10;2.73;8;Reims;Toulouse;1;2
2013-2014;4.18;3.48;1.89;8;Marseille;Paris SG;1;2
2013-2014;1.59;3.61;6.28;8;Bordeaux;Sochaux;4;1
2013-2014;2.34;3.18;3.14;8;Montpellier;Lyon;5;1
2013-2014;2.22;3.20;3.40;8;Guingamp;Rennes;2;0
2013-2014;1.36;4.59;9.74;8;Lille;AC Ajaccio;3;0
2013-2014;1.76;3.43;5.05;8;Nantes;Thonon-Evian;3;0
2013-2014;2.14;3.21;3.61;8;Toulouse;Nice;1;0
2013-2014;2.15;3.15;3.65;8;Valenciennes;Reims;1;1
2013-2014;1.55;3.81;6.64;8;Monaco;St Etienne;2;1
2013-2014;2.33;3.27;3.09;8;Bastia;Lorient;4;1
2013-2014;6.24;3.84;1.58;8;Reims;Monaco;1;1
2013-2014;2.98;3.15;2.48;8;AC Ajaccio;Montpellier;1;1
2013-2014;2.26;3.16;3.36;8;Rennes;Nantes;1;3
2013-2014;2.71;3.07;2.77;8;Lyon;Lille;0;0
2013-2014;2.03;3.26;3.88;8;Nice;Guingamp;1;0
2013-2014;2.41;3.10;3.12;8;Sochaux;Valenciennes;2;0
2013-2014;1.56;3.88;6.38;8;St Etienne;Bastia;2;2
2013-2014;2.54;3.10;2.90;8;Thonon-Evian;Bordeaux;1;1
2013-2014;1.30;5.18;10.81;8;Paris SG;Toulouse;2;0
2013-2014;2.65;3.16;2.75;8;Lorient;Marseille;0;2
2013-2014;2.02;3.23;3.98;8;Montpellier;Rennes;0;0
2013-2014;1.27;5.47;11.72;8;Monaco;Bastia;3;0
2013-2014;4.58;3.34;1.86;8;AC Ajaccio;Lyon;2;1
2013-2014;1.79;3.40;4.94;8;Bordeaux;Reims;0;0
2013-2014;1.84;3.39;4.58;8;Guingamp;Sochaux;5;1
2013-2014;2.23;3.12;3.48;8;Nantes;Nice;2;0
2013-2014;1.89;3.31;4.47;8;Toulouse;Lorient;1;0
2013-2014;9.06;4.75;1.36;8;Valenciennes;Paris SG;0;1
2013-2014;2.11;3.18;3.74;8;Marseille;St Etienne;2;1
2013-2014;1.54;3.79;6.37;8;Lille;Thonon-Evian;3;0
2013-2014;1.76;3.68;4.69;8;Paris SG;Monaco;1;1
2013-2014;1.78;3.41;4.78;8;Lyon;Nantes;3;1
2013-2014;1.85;3.35;4.42;8;Nice;Valenciennes;4;0
2013-2014;2.37;3.05;3.25;8;Lorient;Bordeaux;3;3
2013-2014;2.13;3.17;3.65;8;Reims;Guingamp;1;1
2013-2014;1.65;3.61;5.71;8;Rennes;AC Ajaccio;2;0
2013-2014;3.86;3.22;2.04;8;Sochaux;Lille;0;2
2013-2014;2.39;3.17;3.06;8;Thonon-Evian;Montpellier;2;2
2013-2014;3.32;3.18;2.26;8;Bastia;Marseille;0;0
2013-2014;1.81;3.39;4.79;8;St Etienne;Toulouse;1;2
2013-2014;1.90;3.39;4.26;8;Lyon;Rennes;0;0
2013-2014;1.69;3.51;5.51;8;Lille;Nice;0;2
2013-2014;1.34;4.78;9.58;8;Monaco;Lorient;1;0
2013-2014;2.47;3.13;3.00;8;AC Ajaccio;Thonon-Evian;2;3
2013-2014;1.96;3.27;4.17;8;Guingamp;Bastia;1;1
2013-2014;1.79;3.34;5.03;8;Montpellier;Reims;0;0
2013-2014;1.81;3.38;4.81;8;Nantes;Sochaux;1;0
2013-2014;3.32;3.09;2.31;8;Valenciennes;St Etienne;1;3
2013-2014;2.92;3.04;2.60;8;Toulouse;Marseille;1;1
2013-2014;4.22;3.32;1.93;7;Bordeaux;Paris SG;0;2
2013-2014;2.96;3.19;2.46;7;Marseille;Monaco;1;2
2013-2014;2.15;3.20;3.55;7;Nice;Montpellier;2;2
2013-2014;2.27;3.04;3.47;7;St Etienne;Bordeaux;2;1
2013-2014;2.60;3.09;2.87;7;Bastia;Toulouse;2;1
2013-2014;1.84;3.39;4.60;7;Lorient;Valenciennes;1;0
2013-2014;2.30;3.18;3.26;7;Reims;Nantes;0;0
2013-2014;3.10;3.12;2.43;7;Rennes;Lille;0;0
2013-2014;2.07;3.23;3.77;7;Sochaux;AC Ajaccio;0;0
2013-2014;1.17;6.91;17.38;7;Paris SG;Guingamp;2;0
2013-2014;3.04;3.16;2.43;7;Thonon-Evian;Lyon;2;1
2013-2014;7.17;3.88;1.52;7;Nantes;Paris SG;1;2
2013-2014;2.69;3.03;2.80;7;AC Ajaccio;Nice;0;0
2013-2014;2.01;3.13;4.13;7;Lille;St Etienne;1;0
