,Equipe_D,Equipe_E,Cote_D,Cote_N,Cote_E,Score_D,Score_E,Saison,Winner_D,Winner_E,Elo_D_Before,Elo_D,Elo_E_Before,Elo_E,Diff_Victoire,Diff_Nul,Diff_Defaite,Diff_But,Diff_Encaisse,Diff_Moyenne_cote,Diff_Elo_Before,Points_a,Points_b,Diff_Points,PCA1,PCA2,PCA3
849,Nantes,Metz,2.21,3.22,3.56,1,1,2020-2021,0,0,1510.7196930475347,1510.5907227191633,1506.238556426926,1506.3675267552974,-1,-2,3,-2,5,1.5939999999999999,4.481136620608822,11,15,-4,-0.39702238474342927,-0.8479017235115767,1.1089442794986881
850,Brest,St Etienne,2.27,3.49,3.16,4,1,2020-2021,1,0,1471.4199323169614,1481.810075415699,1484.981775608131,1474.5916325093935,2,0,-2,4,0,-1.4379999999999997,-13.56184329116968,12,10,2,0.276178544003626,1.1037422712730047,0.35360615198825346
851,Monaco,Paris SG,5.8,4.98,1.51,3,2,2020-2021,1,0,1557.7093439552275,1572.7755533738998,1751.6386592412214,1736.572449822549,-3,1,2,-12,6,1.1780000000000004,-193.92931528599388,17,24,-7,-0.7933437964523334,-3.042563459601334,-0.03979026881927803
852,Rennes,Bordeaux,2.0,3.38,4.04,0,1,2020-2021,0,1,1596.6902748699642,1584.2191093453473,1509.018557118916,1521.489722643533,-1,2,-1,0,0,0.023999999999999577,87.67171775104816,18,12,6,0.492272343753639,-0.36206575167752875,-0.041514631046425186
853,Lyon,St Etienne,1.3,5.69,10.35,2,1,2020-2021,1,0,1590.536221489778,1597.7797838301738,1492.2253379485269,1484.981775608131,2,3,-5,9,-5,-1.4340000000000002,98.31088354125109,14,10,4,0.572122584139035,2.694299125996752,-0.4520937161435094
854,Nice,Monaco,3.59,3.74,2.02,1,2,2020-2021,0,1,1581.964186968731,1570.9526095888236,1546.6977665753202,1557.7093439552275,1,1,-2,0,-5,0.7479999999999998,35.266420393410726,17,14,3,0.3266138440144844,0.491196703191328,-1.3074497073521751
855,Lens,Reims,2.18,3.29,3.57,4,4,2020-2021,0,0,1493.160295192644,1493.9968715304592,1522.2940265867346,1521.4574502489195,1,0,-1,-1,0,-2.766,-29.133731394090546,13,8,5,0.43314414134539764,-0.3000606131441675,-0.16951413011728925
856,Lorient,Nantes,2.74,3.14,2.79,0,2,2020-2021,0,1,1449.2315971088726,1440.745389254565,1502.2334851932271,1510.7196930475347,0,1,-1,-1,-4,-0.766,-53.001888084354505,8,8,0,0.06632846449991191,0.2788824821311007,-1.2005049649254778
857,Metz,Dijon,2.1,3.30,3.78,1,1,2020-2021,0,0,1508.1738268992917,1506.238556426926,1440.0768434887682,1442.012113961134,3,-1,-2,5,-7,-4.849999999999998,68.09698341052353,14,3,11,1.0943314840316227,1.5269261391752702,-1.0960668625604757
858,Nimes,Angers,2.9,3.21,2.57,1,5,2020-2021,0,1,1468.4766800082411,1460.2100305707402,1529.3136902134797,1537.5803396509807,-1,0,1,-5,-5,-1.9159999999999986,-60.837010205238585,8,13,-5,-0.379282630374304,-0.33894007675065635,-1.881235579530357
859,Brest,Lille,4.61,3.82,1.77,3,2,2020-2021,1,0,1456.6256621608618,1471.4199323169614,1638.0704296726574,1623.2761595165578,-2,-2,4,-6,9,1.0839999999999996,-181.4447675117956,9,19,-10,-0.9726668729743962,-1.8223627746901798,1.5431605708602822
860,Paris SG,Rennes,1.47,4.81,6.6,3,0,2020-2021,1,0,1745.5303019669586,1751.6386592412214,1602.798632144227,1596.6902748699642,3,-2,-1,10,-5,-0.7639999999999998,142.73166982273165,21,18,3,0.49214264407518377,2.833876707004693,0.0076234583307581
861,Bordeaux,Montpellier,2.65,3.15,2.86,0,2,2020-2021,0,1,1518.0522078503188,1509.018557118916,1551.7317191583936,1560.7653698897964,1,-1,0,2,-1,0.2859999999999996,-33.67951130807478,12,14,-2,-0.08181295494835118,0.7987765194926868,-0.0279469284699103
862,Strasbourg,Marseille,2.62,3.10,2.99,0,1,2020-2021,0,1,1476.8923515319655,1471.3151799585903,1641.9469243619815,1647.5240959353566,-1,-3,4,1,7,1.1879999999999997,-165.054572830016,6,15,-9,-0.7651645483482009,-0.08352136143096878,1.950022267850371
863,Lille,Lyon,2.81,3.32,2.61,1,1,2020-2021,0,0,1639.5114244305496,1638.0704296726574,1589.0952267318858,1590.536221489778,1,-1,0,2,-3,0.5059999999999998,50.41619769866384,18,13,5,0.48183684884929157,0.515326145378285,-0.39914844415116585
864,Monaco,Bordeaux,1.79,3.93,4.39,4,0,2020-2021,1,0,1536.9617399475555,1546.6977665753202,1527.7882344780835,1518.0522078503188,-1,0,1,-1,5,0.15600000000000058,9.173505469472047,11,12,-1,-0.1298841420783583,-0.6892792925706837,1.0941187239683936
865,Nimes,Metz,2.97,3.02,2.64,0,1,2020-2021,0,1,1477.8758907531592,1468.4766800082411,1498.774616154374,1508.1738268992917,-2,0,2,-7,3,2.982,-20.898725401214733,8,11,-3,-0.38268737060205804,-1.8881183892226991,-0.04430764515239655
866,Reims,Strasbourg,2.68,3.15,2.84,2,1,2020-2021,1,0,1513.0681560645114,1522.2940265867346,1486.1182220541887,1476.8923515319655,-1,1,0,0,0,1.9620000000000002,26.94993401032275,5,6,-1,-0.06955884832042383,0.006599289901188546,-0.03879476851936924
867,Angers,Nice,2.38,3.31,3.1,0,3,2020-2021,0,1,1538.3200232203505,1529.3136902134797,1572.95785396186,1581.964186968731,0,-1,1,2,8,2.751999999999999,-34.63783074150956,13,14,-1,-0.1280544878842515,-0.2825304512471876,2.239778452822768
868,Dijon,Lorient,3.15,3.51,2.26,0,0,2020-2021,0,0,1439.7973313098485,1440.0768434887682,1449.5111092877924,1449.2315971088726,-1,1,0,-4,2,5.355999999999999,-9.713777977943892,2,7,-5,-0.4826304523407941,-0.8694652065945028,-0.05231707491262181
869,St Etienne,Montpellier,2.6,3.33,2.79,0,1,2020-2021,0,1,1501.0249698128591,1492.2253379485269,1542.9320872940614,1551.7317191583936,-1,-1,2,-4,3,1.2839999999999998,-41.90711748120225,10,11,-1,-0.16491434270186178,-1.2437253527066467,0.3479281832652163
870,Nantes,Paris SG,7.06,4.99,1.44,0,3,2020-2021,0,1,1506.3402832670477,1502.2334851932271,1741.423503893138,1745.5303019669586,-4,1,3,-12,8,2.37,-235.08322062609045,8,18,-10,-1.0677618887834812,-3.1851789115143854,0.46800804196968276
871,Rennes,Brest,1.89,3.76,3.83,2,1,2020-2021,1,0,1596.46252451713,1602.798632144227,1462.9617697879587,1456.6256621608618,0,2,-2,2,-5,-0.8000000000000003,133.50075472917138,15,9,6,0.5920346966507116,0.6894655390200234,-1.0678325496463874
872,Lyon,Monaco,1.8,3.95,4.29,4,1,2020-2021,1,0,1580.073266796786,1589.0952267318858,1545.9836998826554,1536.9617399475555,-1,2,-1,-1,-1,-0.45199999999999996,34.0895669141305,10,11,-1,-0.05248143531116165,-0.016733819327252264,-0.5152296052334181
873,Nice,Lille,4.1,3.52,1.96,1,1,2020-2021,0,0,1570.9544303329862,1572.95785396186,1641.5148480594235,1639.5114244305496,-2,0,2,-5,7,2.3099999999999996,-70.56041772643721,13,17,-4,-0.4690785223565169,-1.7353736478815125,1.132752042493887
874,Bordeaux,Nimes,1.79,3.68,4.74,2,0,2020-2021,1,0,1518.6990819935236,1527.7882344780835,1486.965043237719,1477.8758907531592,0,0,0,1,-4,-3.2400000000000007,31.734038755804477,9,8,1,0.18487380765636122,0.6549182270513828,-0.9003236587356057
875,Brest,Strasbourg,2.32,3.58,3.0,0,3,2020-2021,0,1,1472.8653737740915,1462.9617697879587,1476.2146180680559,1486.1182220541887,2,0,-2,4,-3,-0.8639999999999999,-3.349244293964375,9,3,6,0.6149244901515539,1.1035304235192003,-0.297797717553136
876,Metz,St Etienne,2.11,3.27,3.79,2,0,2020-2021,1,0,1488.0961898705698,1498.774616154374,1511.7033960966633,1501.0249698128591,1,1,-2,2,-5,1.8520000000000012,-23.607206226093467,8,10,-2,-0.04015001359860315,1.2395568908399006,-1.1250269677062619
877,Montpellier,Reims,1.92,3.47,4.28,0,4,2020-2021,0,1,1554.4425902928162,1542.9320872940614,1501.5576530657565,1513.0681560645114,2,1,-3,5,-4,-3.0140000000000002,52.88493722705971,11,2,9,0.8925196423038368,1.317218351761031,-0.48333770231764694
878,Paris SG,Dijon,1.1,11.37,23.13,4,0,2020-2021,1,0,1738.3361717827956,1741.423503893138,1442.884663420191,1439.7973313098485,5,-2,-3,13,-8,-3.571999999999999,295.4515083626047,15,2,13,1.387807263041957,3.433170344474784,-0.3511794522674804
879,Lorient,Marseille,2.78,3.13,2.73,0,1,2020-2021,0,1,1454.7034073644536,1449.5111092877924,1636.7546262853202,1641.9469243619815,0,-2,2,3,5,0.8819999999999997,-182.05121892086663,7,12,-5,-0.38490830307196033,0.46771562451999366,1.632189548096911
880,Rennes,Angers,2.26,3.25,3.38,1,2,2020-2021,0,1,1608.8021776769842,1596.46252451713,1525.9803700604964,1538.3200232203505,1,1,-2,5,-7,-4.876,82.82180761648783,15,10,5,0.6137937033316827,1.7686206463729301,-1.236197456904648
881,Lille,Lens,1.98,3.28,4.24,4,0,2020-2021,1,0,1635.235807366484,1641.5148480594235,1499.4393358855834,1493.160295192644,0,0,0,-1,-3,-0.702,135.79647148090066,14,13,1,0.12811769276129703,0.06627995466438208,-0.8644642228159047
882,St Etienne,Nice,2.85,3.22,2.61,1,3,2020-2021,0,1,1520.5107079845948,1511.7033960966633,1562.1471184450547,1570.9544303329862,0,0,0,1,0,-1.0140000000000002,-41.636410460459956,10,10,0,0.049902883876416594,0.3035561724033857,0.07780499808312863
883,Angers,Metz,2.09,3.25,3.88,1,1,2020-2021,0,0,1527.1319220559135,1525.9803700604964,1486.9446378751527,1488.0961898705698,0,-1,1,0,9,0.6779999999999999,40.1872841807608,9,7,2,0.07920585688108009,-0.9698209966285876,2.252932909171562
884,Monaco,Montpellier,1.91,3.81,3.92,1,1,2020-2021,0,0,1545.7254233029107,1545.9836998826554,1554.7008668725607,1554.4425902928162,0,-1,1,-4,0,-0.03400000000000025,-8.975443569649997,10,10,0,-0.03447776092095353,-0.8736639216563175,-0.4320448283260945
885,Nantes,Brest,2.23,3.48,3.24,3,1,2020-2021,1,0,1496.7515655133675,1506.3402832670477,1482.4540915277717,1472.8653737740915,-2,1,1,-4,1,0.4980000000000002,14.297473985595843,5,9,-4,-0.3739280249963697,-0.868775216820351,-0.2936285940187619
886,Strasbourg,Lyon,4.77,3.68,1.78,2,3,2020-2021,0,1,1483.7112199460396,1476.2146180680559,1572.5766649188022,1580.073266796786,1,-4,3,0,6,1.5179999999999998,-88.86544497276259,3,7,-4,-0.3634641980480863,-0.34124551483800514,1.638701534752362
887,Marseille,Bordeaux,2.15,3.37,3.58,3,1,2020-2021,1,0,1629.6580488461348,1636.7546262853202,1525.795659432709,1518.6990819935236,-1,1,0,-2,3,0.6139999999999999,103.86238941342572,9,9,0,-0.043751626659630415,-0.7486989149566738,0.4350539590386561
888,Reims,Lorient,2.13,3.37,3.61,1,3,2020-2021,0,1,1513.5698675899043,1501.5576530657565,1442.6911928403058,1454.7034073644536,0,0,0,-3,-4,2.428,70.87867474959853,2,4,-2,-0.1445486515922892,-0.15194503155360578,-1.3453971436091363
889,Nimes,Paris SG,8.52,5.51,1.35,0,4,2020-2021,0,1,1490.9165594457895,1486.965043237719,1734.3846555747252,1738.3361717827956,-3,2,1,-7,5,4.192,-243.4680961289357,8,12,-4,-0.4920107979940944,-2.0581241211856964,0.3341950516517243
890,Dijon,Rennes,5.16,3.99,1.66,1,1,2020-2021,0,0,1438.2293737543303,1442.884663420191,1613.457467342845,1608.8021776769842,-4,0,4,-10,6,3.9659999999999997,-175.22809358851464,1,14,-13,-1.2661329041046967,-2.447892773078602,0.28759072563829835
891,Lyon,Marseille,1.78,3.73,4.69,1,1,2020-2021,0,0,1570.8518588213826,1572.5766649188022,1631.3828549435543,1629.6580488461348,-1,1,0,0,-2,-1.472,-60.5309961221717,6,8,-2,-0.10308506557942795,0.3318562270079439,-0.5847562264905986
892,Rennes,Reims,1.78,3.50,5.07,2,2,2020-2021,0,0,1616.4117750659861,1613.457467342845,1510.615559866763,1513.5698675899043,4,0,-4,9,-3,-2.9879999999999995,105.79621519922307,13,1,12,1.1925816415808952,2.1170977387122316,0.2550365021737869
893,Bordeaux,Dijon,1.66,3.88,5.33,3,0,2020-2021,1,0,1517.8286782947553,1525.795659432709,1446.196354892284,1438.2293737543303,1,2,-3,0,-8,-2.4799999999999995,71.63232340247123,6,1,5,0.5403168454630197,0.758436875025546,-2.125038147077653
894,Brest,Monaco,2.87,3.72,2.33,1,0,2020-2021,1,0,1469.9674499634505,1482.4540915277717,1558.212064867232,1545.7254233029107,-1,-1,2,0,5,0.9980000000000002,-88.24461490378144,6,10,-4,-0.3589630231518517,-0.3409784451061354,1.2619421368281587
895,Metz,Lorient,2.35,3.16,3.28,3,1,2020-2021,1,0,1477.6839130209107,1486.9446378751527,1451.9519176945478,1442.6911928403058,0,0,0,-5,-5,3.452000000000001,25.73199532636295,4,4,0,-0.014572784092388854,-0.655502633582575,-1.7818552121049962
896,Strasbourg,Lille,3.84,3.22,2.11,0,3,2020-2021,0,1,1489.9078628475306,1483.7112199460396,1629.039164464993,1635.235807366484,-2,-2,4,-2,8,0.964,-139.13130161746244,3,11,-8,-0.7475295924979358,-0.9771802326041927,1.8148603292478114
897,Montpellier,Nimes,1.73,3.74,4.98,0,1,2020-2021,0,1,1567.2021448596338,1554.7008668725607,1478.4152814587164,1490.9165594457895,2,-1,-1,4,0,-2.096000000000001,88.78686340091735,10,5,5,0.5088060946551546,0.8667294091680655,0.4691121973605957
898,Nice,Nantes,2.25,3.33,3.31,2,1,2020-2021,1,0,1553.5241724367336,1562.1471184450547,1505.3745115216886,1496.7515655133675,1,-1,0,0,0,1.0939999999999994,48.14966091504493,7,5,2,0.183847497151972,-0.017148530705729356,0.04282567591087842
899,Lens,St Etienne,1.84,3.62,4.47,2,0,2020-2021,1,0,1488.1919314277068,1499.4393358855834,1531.7581124424714,1520.5107079845948,0,0,0,0,1,0.2239999999999993,-43.56618101476465,10,10,0,0.016438495052123768,-0.03625697435114698,0.21532774351272468
900,Paris SG,Angers,1.09,11.41,24.25,6,1,2020-2021,1,0,1729.527682232802,1734.3846555747252,1531.9888953978368,1527.1319220559135,0,0,0,0,-6,-1.254,197.5387868349651,9,9,0,0.10045573707207256,0.64208505777432,-1.4871772069146032
901,Reims,Paris SG,13.76,7.04,1.21,0,2,2020-2021,0,1,1515.2196643575885,1510.615559866763,1724.9235777419765,1729.527682232802,-2,1,1,-4,4,1.938,-209.703913384388,1,6,-5,-0.49304548313157276,-1.1107762640168797,0.4328057568973251
902,Lorient,Lyon,4.76,3.93,1.72,1,1,2020-2021,0,0,1448.480366438513,1451.9519176945478,1574.3234100774173,1570.8518588213826,0,-1,1,2,5,0.5719999999999992,-125.84304363890419,3,5,-2,-0.15939332192550595,0.10788832808464026,1.4722132926810128
903,Angers,Brest,2.14,3.27,3.68,3,2,2020-2021,1,0,1523.2648258065437,1531.9888953978368,1478.6915195547435,1469.9674499634505,1,0,-1,-2,-4,-0.44799999999999995,44.573306251800204,6,6,0,0.056850798612902834,0.1293450814944009,-1.2921029070678707
904,Dijon,Montpellier,4.91,3.72,1.75,2,2,2020-2021,0,0,1442.6687859836159,1446.196354892284,1570.729713768302,1567.2021448596338,-2,0,2,-7,-1,1.8919999999999995,-128.0609277846861,0,9,-9,-0.7992741670490139,-1.098022747411721,-1.1114345315620084
905,Monaco,Strasbourg,1.71,3.77,5.1,3,2,2020-2021,1,0,1549.6760497537641,1558.212064867232,1498.4438779609984,1489.9078628475306,1,1,-2,5,-3,-0.5740000000000003,51.23217179276571,7,3,4,0.4649155309642698,1.3722794412298354,-0.2274471856996967
906,Nimes,Lens,3.45,3.35,2.17,1,1,2020-2021,0,0,1478.116793179925,1478.4152814587164,1488.4904197064982,1488.1919314277068,-2,1,1,0,0,1.3199999999999994,-10.373626526573162,4,9,-5,-0.3882216539317459,0.15457476315262234,-0.053357442186249125
907,Bordeaux,Nice,2.12,3.35,3.71,0,0,2020-2021,0,0,1516.743082530159,1517.8286782947553,1554.6097682013299,1553.5241724367336,-2,3,-1,-3,-5,-0.992,-37.8666856711709,5,6,-1,-0.04291340436455958,-0.1550381659823678,-1.7498246046675814
908,Marseille,Metz,1.6,3.81,6.45,1,1,2020-2021,0,0,1635.744537187186,1631.3828549435543,1473.322230777279,1477.6839130209107,0,2,-2,3,2,-2.7119999999999997,162.42230640990715,7,3,4,0.3898966195429389,0.43761581223861523,0.6752920015365576
909,St Etienne,Rennes,3.15,3.17,2.42,0,3,2020-2021,0,1,1539.8103151890675,1531.7581124424714,1608.35957231939,1616.4117750659861,-1,1,0,-5,-2,0.3600000000000003,-68.54925713032253,10,10,0,-0.03285888720527218,-0.9435160129248162,-1.1317115652964203
910,Lille,Nantes,1.66,3.80,5.66,2,0,2020-2021,1,0,1622.097820449221,1629.039164464993,1512.3158555374607,1505.3745115216886,2,0,-2,0,-5,-0.6520000000000001,109.78196491176027,8,5,3,0.34322811128377734,0.5995409238070143,-1.3035499636905685
911,Marseille,Lille,2.44,3.14,3.17,1,1,2020-2021,0,0,1636.1610569511506,1635.744537187186,1621.6813006852565,1622.097820449221,-1,0,1,4,7,0.8800000000000003,14.479756265894139,6,7,-1,-0.08299553020876851,0.21366663350264373,2.1891925560162755
912,Nantes,St Etienne,2.26,3.25,3.44,2,2,2020-2021,0,0,1511.4782521539944,1512.3158555374607,1540.6479185725339,1539.8103151890675,-2,0,2,-4,3,-0.32200000000000006,-29.169666418539464,4,9,-5,-0.47221842874387837,-1.022171400161794,0.23925786953696987
913,Brest,Lorient,2.33,3.32,3.19,3,2,2020-2021,1,0,1469.0032646055456,1478.6915195547435,1458.168621387711,1448.480366438513,0,-1,1,-2,1,0.7119999999999997,10.834643217834582,3,3,0,-0.020897368058024765,-0.5408402969504851,0.060736854220965385
914,Metz,Reims,2.87,2.86,2.89,2,1,2020-2021,1,0,1461.4553670915038,1473.322230777279,1527.0865280433636,1515.2196643575885,1,-2,1,-1,-1,2.468,-65.63116095185978,0,1,-1,-0.06737317548135989,-0.029360784985903,-0.2632817155559995
915,Montpellier,Angers,1.96,3.33,4.27,4,1,2020-2021,1,0,1561.5664207348998,1570.729713768302,1532.428118839946,1523.2648258065437,-1,0,1,4,7,0.8319999999999999,29.138301894953884,6,6,0,-0.004967177035009124,0.14851426305491255,2.203592336923215
916,Strasbourg,Dijon,1.61,3.95,5.87,1,0,2020-2021,1,0,1489.5318742276224,1498.4438779609984,1451.5807897169918,1442.6687859836159,-1,1,0,-2,-2,-5.1,37.95108451063061,0,0,0,0.047466824627682674,-0.16324127438369715,-0.8497320984442399
917,Nice,Paris SG,9.7,5.75,1.31,0,3,2020-2021,0,1,1560.3312253650724,1554.6097682013299,1719.202120578234,1724.9235777419765,0,1,-1,-1,1,2.006,-158.87089521316148,6,3,3,0.22793904265089818,-0.4414100814010213,0.08620910721819772
918,Rennes,Monaco,2.32,3.46,3.1,2,1,2020-2021,1,0,1599.5351860822323,1608.35957231939,1558.500435990922,1549.6760497537641,2,-1,-1,7,-2,0.6400000000000001,41.03475009131034,7,7,0,0.1668683281027278,1.985051913734549,0.31624496765692944
919,Lens,Bordeaux,2.4,3.01,3.41,2,1,2020-2021,1,0,1477.0279731338578,1488.4904197064982,1528.2055291027993,1516.743082530159,1,-3,2,3,6,0.32600000000000007,-51.17755596894153,6,5,1,0.08170474283056924,0.06828808991530864,1.9792858855005013
920,Lyon,Nimes,1.27,6.21,10.88,0,0,2020-2021,0,0,1577.1753025297419,1574.3234100774173,1475.2649007276004,1478.116793179925,1,1,-2,-3,-7,-1.3019999999999996,101.91040180214145,4,3,1,0.16236048524333205,0.19068291798590056,-2.2106206335684395
921,Marseille,St Etienne,1.83,3.50,4.77,0,2,2020-2021,0,1,1649.541967300857,1636.1610569511506,1527.2670082228274,1540.6479185725339,1,-1,0,4,5,0.16199999999999948,122.27495907802972,6,6,0,0.040069194340628146,0.5564084411559929,1.68272045326902
922,Paris SG,Metz,1.25,6.02,12.39,1,0,2020-2021,1,0,1715.3699436721222,1719.202120578234,1465.2875439976156,1461.4553670915038,0,1,-1,9,4,-3.1180000000000003,250.08239967450663,0,0,0,0.14321009839200316,1.7977807963013406,1.8939938677240866
923,Montpellier,Lyon,3.58,3.52,2.1,2,1,2020-2021,1,0,1550.4834371676461,1561.5664207348998,1588.2582860969956,1577.1753025297419,-1,-1,2,-1,7,1.1400000000000001,-37.774848929349446,3,4,-1,-0.16255285179661208,-0.9479537551830369,1.6687225165251274
924,Paris SG,Marseille,1.39,5.24,7.58,0,1,2020-2021,0,1,1727.9294119679616,1715.3699436721222,1636.9824990050176,1649.541967300857,0,0,0,5,0,-1.0079999999999998,90.946912962944,0,3,-3,-0.12492591314875329,1.3846391909940883,0.5159248914862042
925,Monaco,Nantes,1.86,3.61,4.45,2,1,2020-2021,1,0,1549.3237214055978,1558.500435990922,1520.6549667393185,1511.4782521539944,-1,2,-1,1,1,-1.1580000000000004,28.668754666279256,4,4,0,0.03794478650976148,0.18902553132536482,0.21134301599903937
926,Angers,Reims,2.12,3.00,4.16,1,0,2020-2021,1,0,1521.980762811616,1532.428118839946,1537.5338840716936,1527.0865280433636,3,-3,0,0,-3,-0.9259999999999997,-15.55312126007766,3,1,2,0.2436147783032629,0.4596342169582689,-0.6581713257917932
927,Dijon,Brest,2.8,3.27,2.63,0,2,2020-2021,0,1,1461.659506531394,1451.5807897169918,1458.9245477911434,1469.0032646055456,1,0,-1,0,0,4.663999999999999,2.734958740250704,0,0,0,0.009419082035038016,0.09057983885827592,-0.014619712551055044
928,Lorient,Lens,2.28,3.18,3.44,2,3,2020-2021,0,1,1468.2034570442015,1458.168621387711,1466.9931374773673,1477.0279731338578,-1,1,0,-1,-1,-0.8479999999999999,1.2103195668341868,3,3,0,0.022977365030651776,-0.12703853927574035,-0.426074572547732
929,Nimes,Rennes,3.32,3.24,2.31,2,4,2020-2021,0,1,1482.1895840733623,1475.2649007276004,1592.6105027364704,1599.5351860822323,-3,-1,4,-3,6,1.6480000000000001,-110.42091866310807,3,4,-1,-0.208806683850772,-1.5693542012774235,1.3051140986572973
930,Lille,Metz,1.57,3.65,7.58,1,0,2020-2021,1,0,1615.6099904541393,1621.6813006852565,1471.3588542287328,1465.2875439976156,2,0,-2,4,-3,-1.8559999999999994,144.25113622540653,4,0,4,0.4661563610984308,1.2574080525354077,-0.34264560135747846
931,St Etienne,Strasbourg,2.14,3.23,3.75,2,0,2020-2021,1,0,1517.8080843015873,1527.2670082228274,1498.9907981488625,1489.5318742276224,1,0,-1,4,-2,-0.11999999999999966,18.81728615272482,3,0,3,0.35409558118067563,1.0629527840348147,-0.036708112636697286
932,Montpellier,Nice,2.08,3.35,3.77,3,1,2020-2021,1,0,1539.5745438911817,1550.4834371676461,1571.2401186415368,1560.3312253650724,-2,-2,4,-5,4,0.758,-31.665574750355063,0,6,-6,-0.592132815812306,-1.397753341627429,0.5191189826312098
933,Bordeaux,Lyon,4.18,3.43,1.96,0,0,2020-2021,0,0,1526.3929833063385,1528.2055291027993,1590.0708318934564,1588.2582860969956,-2,2,0,-2,3,4.264000000000001,-63.67784858711798,4,3,1,0.0022680193344304443,-0.9719845656721794,0.4794501763704655
934,Lens,Paris SG,4.79,3.73,1.77,1,0,2020-2021,1,0,1450.0911747581927,1466.9931374773673,1744.8313746871363,1727.9294119679616,-2,0,2,-11,-2,1.6719999999999997,-294.74019992894364,0,0,0,-0.14618297694792526,-2.479291962656313,-1.7021647909115774
935,Brest,Marseille,3.57,3.21,2.23,2,3,2020-2021,0,1,1464.4569481988237,1458.9245477911434,1631.4500985973373,1636.9824990050176,-2,0,2,-4,2,1.0440000000000005,-166.99315039851354,0,0,0,-0.08224734878198917,-1.2903979328026767,0.09484517607452336
936,Angers,Bordeaux,2.25,3.04,3.7,0,2,2020-2021,0,1,1532.4564379815733,1521.980762811616,1515.9173081363808,1526.3929833063385,4,-4,0,-2,-7,-3.248,16.53912984519252,3,1,2,0.2795917006949814,0.5159620614362557,-1.8699510366285765
937,Metz,Monaco,4.0,3.62,1.93,0,1,2020-2021,0,1,1479.607929338226,1471.3588542287328,1541.0746462961044,1549.3237214055978,1,-2,1,-2,-1,1.8379999999999996,-61.46671695787836,0,1,-1,-0.07773571572659475,-0.23637003371300544,-0.3934130962438326
938,Nantes,Nimes,1.89,3.39,4.58,2,1,2020-2021,1,0,1511.2182727215513,1520.6549667393185,1491.6262780911295,1482.1895840733623,-1,2,-1,-6,-3,-0.6199999999999997,19.591994630421823,1,3,-2,-0.18080152284123233,-0.8655338337445196,-1.6172100678471029
939,St Etienne,Lorient,2.31,3.21,3.34,2,0,2020-2021,1,0,1508.7096158919678,1517.8080843015873,1477.3019254538208,1468.2034570442015,-1,0,1,-1,2,1.1640000000000001,31.40769043814703,0,3,-3,-0.2602863777349185,-0.3017401912278333,0.3584697121936501
940,Reims,Lille,3.11,2.94,2.62,0,1,2020-2021,0,1,1545.7796724098093,1537.5338840716936,1607.3642021160235,1615.6099904541393,-1,2,-1,-1,1,1.3579999999999992,-61.5845297062142,1,1,0,-0.008075944590669728,-0.30680475431260207,0.006777372119691313
941,Strasbourg,Nice,2.12,3.40,3.61,0,2,2020-2021,0,1,1507.4092897533626,1498.9907981488625,1562.8216270370367,1571.2401186415368,-2,0,2,-4,2,0.30200000000000005,-55.412337283674105,0,3,-3,-0.3103970411315444,-1.07574451734645,0.03857707114456022
942,Rennes,Montpellier,1.84,3.49,4.67,2,1,2020-2021,1,0,1583.6158171696322,1592.6105027364704,1548.56922945802,1539.5745438911817,1,1,-2,6,-4,-0.5399999999999996,35.04658771161235,1,0,1,0.2567383205723596,1.88311016090826,-0.39153094002175975
