,Equipe_D,Equipe_E,Cote_D,Cote_N,Cote_E,Score_D,Score_E,Saison,Winner_D,Winner_E,Elo_D_Before,Elo_D,Elo_E_Before,Elo_E,Diff_Victoire,Diff_Nul,Diff_Defaite,Diff_But,Diff_Encaisse,Diff_Moyenne_cote,Diff_Elo_Before,Points_a,Points_b,Diff_Points,PCA1,PCA2,PCA3
4707,Grenoble,Monaco,2.6,3.09,2.75,0,0,2009-2010,0,0,1399.0967894820762,1402.427756215124,1519.4162938240465,1516.0853270909988,0,0,0,1,-2,2.1540000000000004,-120.31950434197029,14,43,-29,-2.2036408797974203,2.3391583003013214,-0.7937932691924403
4708,Toulouse,Marseille,3.39,3.15,2.2,1,1,2009-2010,0,0,1538.7938389876958,1541.8772160863302,1649.5241433117426,1646.4407662131082,-3,1,2,-12,-1,1.324,-110.73030432404676,37,49,-12,-1.1087398193594937,-2.068445675567276,-1.793879714190489
4709,Lille,Grenoble,1.3,4.79,10.76,1,0,2009-2010,1,0,1596.0238076250157,1601.0000509152899,1404.0730327723504,1399.0967894820762,0,1,-1,0,3,-1.9800000000000004,191.9507748526653,44,14,30,2.346131988882881,-2.106245518152099,1.036364736425372
4710,Valenciennes,Rennes,2.41,3.06,3.08,0,2,2009-2010,0,1,1521.8707171224821,1512.9666732655587,1560.101693547063,1569.0057374039864,1,0,-1,-2,-1,0.9940000000000002,-38.23097642458083,40,37,3,0.2485471355301705,-0.3774687014410525,-0.5052078751102871
4711,Lyon,St Etienne,1.42,4.13,8.2,1,1,2009-2010,0,0,1624.9376857616899,1620.74556005836,1469.7255893348122,1473.917715038142,1,1,-2,1,-4,-2.132,155.21209642687768,47,27,20,1.670917651414932,-0.4433467771700261,-0.7321587752397057
4712,Le Mans,Nice,2.13,3.09,3.62,0,1,2009-2010,0,1,1423.9894309965878,1414.9773990734948,1458.4272980204337,1467.4393299435267,0,1,-1,-1,-2,-0.33999999999999986,-34.43786702384591,21,26,-5,-0.3462353354800297,0.41595175231181153,-0.789559167837583
4713,Lorient,Lens,1.97,3.23,4.02,1,0,2009-2010,1,0,1524.9545110010579,1534.0686007802567,1494.093932633254,1484.9798428540553,0,1,-1,0,-1,0.556,30.860578367803782,39,33,6,0.5065320315517109,-0.2032494113973078,-0.24921788890319843
4714,Monaco,Bordeaux,3.36,3.13,2.22,0,0,2009-2010,0,0,1515.2506704252883,1519.4162938240465,1669.3471635558044,1665.1815401570461,0,-2,2,-5,1,1.61,-154.09649313051614,42,52,-10,-0.8526307767584117,-0.6130422679794097,-0.359723059097629
4715,Montpellier,Auxerre,2.01,3.18,3.91,1,1,2009-2010,0,0,1581.0230185418343,1581.685274531942,1604.065875151022,1603.4036191609143,-1,1,0,1,-4,-0.7920000000000003,-23.042856609187766,41,50,-9,-0.6158290574380411,1.1857912766735006,-1.039843043368638
4716,Nancy,Boulogne,1.65,3.57,5.63,1,3,2009-2010,0,1,1490.8047088864962,1478.8768039057004,1422.9735467520902,1434.901451732886,1,1,-2,3,-1,-2.894000000000001,67.83116213440599,35,9,26,2.139665007587876,-0.6596671992142528,0.30922737826992786
4717,Paris SG,Sochaux,1.72,3.39,5.2,4,1,2009-2010,1,0,1514.9370480594482,1524.5142010682616,1500.2370735171362,1490.6599205083228,0,0,0,0,1,-0.5180000000000002,14.69997454231202,33,35,-2,-0.1340043990043071,0.1122040902990801,0.17416743369516202
4718,Bordeaux,Auxerre,1.56,3.64,6.39,1,2,2009-2010,0,1,1681.8910847456289,1669.3471635558044,1591.5219539611976,1604.065875151022,-2,2,0,4,1,-1.3139999999999998,90.36913078443126,52,47,5,0.45913626653083917,0.3927170189834566,0.7024352248975093
4719,Bordeaux,Montpellier,1.57,3.69,6.16,1,1,2009-2010,0,0,1684.872552554607,1681.8910847456289,1578.0415507328562,1581.0230185418343,-2,2,0,1,5,-0.8120000000000003,106.83100182175076,51,40,11,0.8359132661048636,-1.0466158362268536,1.39837285456677
4720,Grenoble,Le Mans,2.29,3.08,3.21,1,1,2009-2010,0,0,1403.4655734284397,1404.0730327723504,1424.5968903404985,1423.9894309965878,1,-1,0,1,-2,0.4499999999999993,-21.131316912058765,13,20,-7,-0.47544053583537144,0.9978573454540552,-0.4620061230259464
4721,Marseille,Lorient,1.43,4.12,7.83,1,1,2009-2010,0,0,1653.14590871709,1649.5241433117426,1521.3327455957105,1524.9545110010579,2,-1,-1,8,2,-1.154,131.81316312137938,48,38,10,0.9281853548539107,1.2133313461548896,1.5221018752458029
4722,St Etienne,Lille,3.22,3.15,2.26,1,1,2009-2010,0,0,1466.058412736809,1469.7255893348122,1599.6909842230189,1596.0238076250157,-1,-1,2,-3,0,2.426,-133.63257148620983,26,43,-17,-1.3695264804503644,0.28826237234939944,-0.4764147261850717
4723,Auxerre,Valenciennes,1.87,3.26,4.38,1,0,2009-2010,1,0,1583.0261175822905,1591.5219539611976,1530.3665535013893,1521.8707171224821,1,-1,0,-1,-1,-0.1379999999999999,52.65956408090119,44,40,4,0.3435193920952928,-0.2511680649667231,-0.30607036600053134
4724,Boulogne,Lyon,7.47,4.07,1.45,0,0,2009-2010,0,0,1417.513069210262,1422.9735467520902,1630.398163303518,1624.9376857616899,-4,0,4,-8,7,6.442,-212.88509409325593,8,46,-38,-3.206811842392764,-0.4977430036353711,0.42819554236386037
4725,Lens,Paris SG,2.27,3.14,3.22,1,1,2009-2010,0,0,1493.4582870250513,1494.093932633254,1515.572693667651,1514.9370480594482,1,-1,0,3,-4,1.7199999999999998,-22.11440664259976,32,32,0,0.11034115105551981,1.1329753828612823,-0.5760424394804307
4726,Nice,Nancy,2.07,3.20,3.64,2,3,2009-2010,0,1,1468.0494783822794,1458.4272980204337,1481.1825285246505,1490.8047088864962,0,-1,1,2,1,0.009999999999998899,-13.133050142371076,26,32,-6,-0.4241036254731996,0.7541594843426708,0.44309015275628
4727,Rennes,Monaco,1.8,3.33,4.58,1,0,2009-2010,1,0,1550.8591105250243,1560.101693547063,1524.4932534473269,1515.2506704252883,0,0,0,5,-2,0.01799999999999935,26.365857077697456,34,42,-8,-0.4991571312392664,1.8780340230357584,-0.024681427010479706
4728,Sochaux,Toulouse,2.42,3.10,2.98,1,0,2009-2010,1,0,1488.4686646487173,1500.2370735171362,1550.5622478561147,1538.7938389876958,-2,1,1,-3,4,0.3620000000000001,-62.09358320739739,32,37,-5,-0.4679048164971495,-0.85597125132437,0.5303979847258158
4729,Paris SG,Marseille,3.04,3.12,2.39,0,3,2009-2010,0,1,1522.1365694272208,1515.572693667651,1646.5820329575201,1653.14590871709,-3,1,2,-10,0,0.9379999999999997,-124.44546353029932,32,45,-13,-1.165282888854711,-1.6449034966062872,-1.3329031617679672
4730,Lille,Auxerre,1.58,3.70,6.08,1,2,2009-2010,0,1,1610.8058049836698,1599.6909842230189,1571.9112968216396,1583.0261175822905,0,0,0,5,0,-0.33799999999999963,38.894508162030206,43,41,2,0.2591197081080031,1.039161044463266,0.6013465653327762
4731,Montpellier,Rennes,2.22,3.09,3.38,3,1,2009-2010,1,0,1568.2608677056598,1578.0415507328562,1560.6397935522207,1550.8591105250243,2,-1,-1,-3,-4,0.17399999999999993,7.621074153439167,37,34,3,0.2784570133612443,-0.22535591382932868,-1.3338933739051382
4732,Lorient,Sochaux,1.96,3.18,3.99,1,0,2009-2010,1,0,1511.7254049060246,1521.3327455957105,1498.0760053384033,1488.4686646487173,0,-2,2,1,-1,-0.19599999999999973,13.64939956762123,35,32,3,0.2783298007062071,0.07420303626832686,0.054870261753549004
4733,Monaco,Boulogne,1.43,4.08,7.96,1,0,2009-2010,1,0,1517.0854431902794,1524.4932534473269,1424.9208794673095,1417.513069210262,2,-1,-1,3,0,-4.183999999999999,92.16456372296989,39,8,31,2.528587539530442,-1.0296915571326228,0.7102775581042774
4734,Nancy,Grenoble,1.73,3.44,5.06,0,2,2009-2010,0,1,1494.076527689656,1481.1825285246505,1390.5715742634343,1403.4655734284397,0,3,-3,-3,-5,-1.121999999999999,103.50495342622162,32,10,22,1.7694866521136585,-1.4132382865212414,-1.5149392491170395
4735,Toulouse,Lens,2.02,3.16,3.86,1,0,2009-2010,1,0,1541.6902998966011,1550.5622478561147,1502.3302349845649,1493.4582870250513,-1,3,-2,-1,-1,-1.2999999999999998,39.36006491203625,34,32,2,0.1912205881759818,-0.14424567831764554,-0.5623028256277173
4736,Valenciennes,St Etienne,2.15,3.15,3.55,1,0,2009-2010,1,0,1521.7110493456576,1530.3665535013893,1474.7139168925407,1466.058412736809,1,0,-1,2,3,-0.746,46.99713245311682,37,26,11,0.8978376606151023,-0.3559975725236482,1.0337460409583759
4737,Rennes,Lille,2.54,3.09,2.87,1,2,2009-2010,0,1,1569.7212676747954,1560.6397935522207,1601.724330861095,1610.8058049836698,-1,1,0,0,-1,0.71,-32.00306318629964,34,40,-6,-0.4391176121751378,0.45701852736084014,-0.3729016878953763
4738,Marseille,Nancy,1.43,4.21,7.78,3,1,2009-2010,1,0,1640.4107594813072,1646.5820329575201,1500.2478011658689,1494.076527689656,2,-2,0,8,3,-1.274,140.16295831543835,42,32,10,0.9135004118646063,1.0709077608675324,1.8403207677887057
4739,Sochaux,Lyon,3.63,3.25,2.07,0,4,2009-2010,0,1,1504.7811044819243,1498.0760053384033,1623.693064159997,1630.398163303518,-3,2,1,-4,3,1.6759999999999997,-118.91195967807266,32,43,-11,-0.9541786979432789,-0.6936257308067076,0.0736436774089925
4740,Paris SG,Toulouse,1.95,3.26,4.04,1,0,2009-2010,1,0,1510.934777343741,1522.1365694272208,1552.892091980081,1541.6902998966011,-2,-2,4,-5,6,0.3160000000000003,-41.957314636340016,29,34,-5,-0.5326410419420172,-1.6390318648040307,1.0079082935114092
4741,Boulogne,Le Mans,2.43,3.11,3.01,1,3,2009-2010,0,1,1435.5407370536257,1424.9208794673095,1413.9770327541823,1424.5968903404985,0,1,-1,-2,-3,4.0040000000000004,21.563704299443316,8,17,-9,-0.6901581889292324,0.4582752712679966,-1.146854330222265
4742,Grenoble,Valenciennes,2.59,3.11,2.77,0,1,2009-2010,0,1,1397.3086993557404,1390.5715742634343,1514.9739242533515,1521.7110493456576,-1,-1,2,0,0,2.1519999999999992,-117.6652248976111,10,34,-24,-1.8678896818978972,1.4195223553246243,-0.22369479033793951
4743,Lens,Monaco,2.11,3.15,3.69,3,0,2009-2010,1,0,1491.273006332243,1502.3302349845649,1528.1426718426012,1517.0854431902794,-2,1,1,-4,-2,2.1099999999999994,-36.86966551035812,29,39,-10,-0.8192036860734189,-0.22955313176171074,-1.080799607491048
4744,Nice,Lorient,2.28,3.16,3.18,1,0,2009-2010,1,0,1456.1303597711517,1468.0494783822794,1523.6445235171523,1511.7254049060246,-2,0,2,-4,3,1.008,-67.51416374600058,23,35,-12,-1.0250757666133463,-0.5876410669468126,0.15312119735983368
4745,St Etienne,Montpellier,2.27,3.16,3.21,1,0,2009-2010,1,0,1461.3859338265975,1474.7139168925407,1581.5888507716031,1568.2608677056598,-3,1,2,-1,5,1.8320000000000003,-120.20291694500565,23,37,-14,-1.1706721366892383,-0.07380650703282127,0.9532269223077571
4746,Bordeaux,St Etienne,1.4,4.28,8.52,3,1,2009-2010,1,0,1680.3649962425511,1684.872552554607,1465.8934901386533,1461.3859338265975,0,1,-1,3,4,-1.572,214.4715061038978,48,23,25,1.988025620618231,-1.2144779534640935,1.569460537621452
4747,Auxerre,Rennes,2.59,3.01,2.88,1,0,2009-2010,1,0,1561.3679423270473,1571.9112968216396,1580.2646221693876,1569.7212676747954,1,-1,0,-5,0,0.9620000000000002,-18.89667984234029,38,34,4,0.26723062939211417,-1.2499682409793509,-0.5330992441350837
4748,Lorient,Toulouse,2.18,3.06,3.54,1,1,2009-2010,0,0,1522.7538037565118,1523.6445235171523,1553.7828117407214,1552.892091980081,1,-2,1,3,2,0.2760000000000007,-31.029007984209557,34,33,1,0.1292925394451486,0.4913889262260166,0.9382577227819506
4749,Lyon,Lens,1.49,3.82,7.4,1,0,2009-2010,1,0,1616.9906124882305,1623.693064159997,1497.9754580040096,1491.273006332243,1,0,-1,4,0,-1.9140000000000001,119.01515448422083,40,29,11,0.9665920722407231,0.38762058530743765,0.5378933639098018
4750,Le Mans,Sochaux,2.33,3.10,3.19,0,0,2009-2010,0,0,1411.2767021805118,1413.9770327541823,1507.4814350555948,1504.7811044819243,-1,-2,3,0,6,1.0019999999999998,-96.20473287508298,16,31,-15,-1.229253430807164,0.24202721254697246,1.4158043198320984
4751,Monaco,Marseille,3.29,3.17,2.23,1,2,2009-2010,0,1,1535.4011263882264,1528.1426718426012,1633.152304935682,1640.4107594813072,2,-1,-1,2,-2,0.6240000000000001,-97.75117854745554,39,39,0,0.09406077279508662,0.8821036192071106,-0.28818450828396774
4752,Montpellier,Grenoble,1.56,3.66,6.42,1,0,2009-2010,1,0,1576.2053906733902,1581.5888507716031,1402.6921594539533,1397.3086993557404,3,0,-3,-1,-9,-2.9039999999999995,173.51323121943688,34,10,24,2.0300626374003006,-0.4623360386358849,-2.1560831169778383
4753,Nancy,Paris SG,2.65,3.00,2.81,0,0,2009-2010,0,0,1499.9215400014295,1500.2478011658689,1511.2610385081803,1510.934777343741,0,2,-2,-4,-2,0.8020000000000005,-11.339498506750715,31,28,3,0.22892070588569294,-0.7476146858498947,-1.0942564064585603
4754,Valenciennes,Nice,2.03,3.21,3.8,2,1,2009-2010,1,0,1506.1543538425867,1514.9739242533515,1464.9499301819164,1456.1303597711517,1,-1,0,2,4,-0.2280000000000002,41.20442366067027,31,23,8,0.6457583224579834,-0.31366717765498897,1.3160522369783383
4755,Lille,Boulogne,1.27,5.09,12.5,3,1,2009-2010,1,0,1595.9003971872403,1601.724330861095,1441.3646707274804,1435.5407370536257,3,-2,-1,10,0,-4.878000000000001,154.53572645975987,37,8,29,2.4871393102191393,0.7403539238311414,1.540246280167789
4756,Marseille,Valenciennes,1.44,4.19,7.37,5,1,2009-2010,1,0,1626.3024109916314,1633.152304935682,1513.0042477866373,1506.1543538425867,0,0,0,-3,-1,-0.38800000000000034,113.29816320499413,36,31,5,0.3864994760338147,-0.8312732934316853,-0.5608776913447802
4757,St Etienne,Monaco,2.34,3.10,3.14,3,0,2009-2010,1,0,1453.2297442657448,1465.8934901386533,1548.064872261135,1535.4011263882264,-3,1,2,-9,0,1.0739999999999998,-94.83512799539017,20,39,-19,-1.6178518027216855,-1.030037011856012,-1.3007051979524131
4758,Toulouse,Lyon,2.96,3.04,2.48,0,0,2009-2010,0,0,1551.8774363728276,1553.7828117407214,1618.8959878561243,1616.9906124882305,-1,1,0,-1,0,1.1660000000000001,-67.01855148329673,32,39,-7,-0.5450501343622078,0.20034074474909208,-0.26202146900882695
4759,Rennes,Bordeaux,3.13,3.07,2.36,4,2,2009-2010,1,0,1566.761105903408,1580.2646221693876,1693.8685125085308,1680.3649962425511,-1,0,1,-4,-1,0.4580000000000002,-127.10740660512283,31,48,-17,-1.3554368482070034,0.25526611229205004,-0.9462709309067057
4760,Boulogne,Montpellier,3.65,3.20,2.07,0,2,2009-2010,0,1,1448.0018359072333,1441.3646707274804,1569.5682254936373,1576.2053906733902,-4,4,0,-4,-1,3.348,-121.56638958640406,8,31,-23,-1.8578438454397446,0.40846255965692185,-1.1478281750249986
4761,Grenoble,Auxerre,3.38,3.07,2.25,5,0,2009-2010,1,0,1387.7413449270089,1402.6921594539533,1576.3187568539918,1561.3679423270473,-3,-1,4,-2,13,2.2,-188.5774119269829,7,38,-31,-2.6032415970386262,-0.02120376388195174,2.6615651159067273
4762,Lens,Le Mans,1.78,3.33,4.85,2,1,2009-2010,1,0,1489.9831268702624,1497.9754580040096,1419.269033314259,1411.2767021805118,1,1,-2,-1,-9,-0.9799999999999995,70.71409355600326,26,16,10,0.9099064776130151,0.21395586585692508,-2.3084246403559905
4763,Nice,Lille,4.33,3.32,1.86,1,1,2009-2010,0,0,1461.161449539787,1464.9499301819164,1599.6888778293696,1595.9003971872403,-4,2,2,-7,5,1.9520000000000002,-138.52742828958253,22,36,-14,-1.2662092954630186,-1.478371863670923,0.20541463438694643
4764,Paris SG,Lorient,1.73,3.42,5.05,0,3,2009-2010,0,1,1521.5207904904303,1511.2610385081803,1512.4940517742618,1522.7538037565118,-1,0,1,-2,-3,-0.4039999999999999,9.026738716168438,28,31,-3,-0.2114251773160332,-0.02676984502964095,-0.9860003125336425
4765,Sochaux,Nancy,2.11,3.07,3.74,1,1,2009-2010,0,0,1507.7122734367813,1507.4814350555948,1499.690701620243,1499.9215400014295,0,1,-1,2,-2,-0.07800000000000029,8.021571816538199,30,30,0,0.08429234642283681,0.7412904116143851,-0.34763953201398956
4766,Lyon,Paris SG,1.75,3.38,5.01,2,1,2009-2010,1,0,1611.2135511291933,1618.8959878561243,1529.2032272173612,1521.5207904904303,2,0,-2,3,-2,-0.784,82.01032391183207,36,28,8,0.7446312094088315,0.6564221012958891,-0.14714022460550188
4767,Auxerre,St Etienne,1.86,3.27,4.48,1,0,2009-2010,1,0,1569.361558892706,1576.3187568539918,1460.1869422270306,1453.2297442657448,1,1,-2,2,-4,-0.5779999999999998,109.17461666567533,35,20,15,1.2865562687423195,0.07460460369041087,-0.663937096658738
4768,Valenciennes,Sochaux,1.95,3.17,4.2,1,1,2009-2010,0,0,1513.1658516480697,1513.0042477866373,1507.5506695753488,1507.7122734367813,-2,1,1,0,3,-0.6319999999999997,5.615182072720927,30,29,1,0.05933168754980177,-0.4772807943682844,0.7287984706640167
4769,Montpellier,Marseille,3.45,3.13,2.2,2,0,2009-2010,1,0,1557.2691357003637,1569.5682254936373,1638.601500784905,1626.3024109916314,1,-2,1,-1,2,1.318,-81.33236508454138,28,36,-8,-0.6353808579410395,0.18190787948511658,0.3343025981826486
4770,Bordeaux,Boulogne,1.19,6.17,15.83,0,0,2009-2010,0,0,1700.1841728391148,1693.8685125085308,1441.6861755766492,1448.0018359072333,4,-2,-2,9,-2,-4.925999999999999,258.49799726246556,47,7,40,3.360965116186575,0.10798537982809936,1.0493459746003875
4771,Le Mans,Toulouse,2.69,3.02,2.75,1,3,2009-2010,0,1,1425.966393169384,1419.269033314259,1545.1800765177024,1551.8774363728276,0,-1,1,-2,4,2.2059999999999995,-119.21368334831845,16,29,-13,-1.0728581549514333,0.01029688762192575,0.606674179769391
4772,Lille,Lens,1.45,3.95,7.99,1,0,2009-2010,1,0,1592.3582196745133,1599.6888778293696,1497.3137850251187,1489.9831268702624,3,-3,0,12,0,-2.118,95.04443464939459,33,26,7,0.7833654125244778,2.5254125457232486,1.5701513477596662
4773,Monaco,Nice,1.73,3.34,5.31,3,2,2009-2010,1,0,1540.078524256602,1548.064872261135,1469.1477975443202,1461.161449539787,3,0,-3,6,-5,-0.2639999999999998,70.93072671228174,36,22,14,1.2950377545117537,1.317676169885654,-0.4619471339605609
4774,Nancy,Lorient,2.39,3.07,3.09,1,0,2009-2010,1,0,1488.6924155354884,1499.690701620243,1523.4923378590165,1512.4940517742618,0,1,-1,-5,-5,-0.03999999999999915,-34.79992232352811,27,31,-4,-0.2971060339821317,-0.2623824521963689,-1.973682780770279
4775,Rennes,Grenoble,1.44,4.08,8.08,4,0,2009-2010,1,0,1561.2519018459773,1566.761105903408,1393.2505489844395,1387.7413449270089,1,1,-2,-1,-7,-2.3260000000000005,168.00135286153773,28,7,21,1.7525221846665076,-0.669659868632286,-1.6818916458879813
4776,Boulogne,Valenciennes,2.93,3.08,2.49,0,2,2009-2010,0,1,1450.127558491523,1441.6861755766492,1504.724468733196,1513.1658516480697,0,1,-1,-2,-2,6.082,-54.596910241673186,7,27,-20,-1.5694416213354363,1.0490373180391352,-1.0422883881923461
4777,Grenoble,Bordeaux,6.53,3.63,1.56,1,3,2009-2010,0,1,1396.2565646059004,1393.2505489844395,1697.178157217654,1700.1841728391148,-4,0,4,-7,6,2.1100000000000003,-300.92159261175357,7,44,-37,-3.07491376359441,-0.15708680709346895,0.2601431763862813
4778,Lens,Montpellier,2.29,3.13,3.21,0,1,2009-2010,0,1,1506.0999170165305,1497.3137850251187,1548.4830037089519,1557.2691357003637,0,3,-3,2,-6,0.47200000000000086,-42.38308669242133,26,25,1,0.21046833103915213,1.1378913497389422,-1.4445980768202125
4779,Lorient,Lyon,3.12,3.12,2.37,1,3,2009-2010,0,1,1531.4547948977654,1523.4923378590165,1603.2510940904444,1611.2135511291933,0,0,0,2,4,1.704,-71.79629919267904,31,33,-2,-0.1514878276695915,0.22838566081851144,1.1689216996365936
4780,Marseille,Le Mans,1.31,4.80,10.4,2,1,2009-2010,1,0,1633.8624702496534,1638.601500784905,1430.7054237046357,1425.966393169384,0,1,-1,1,-4,-1.4499999999999997,203.1570465450177,33,16,17,1.421092088639216,-0.3902497796068206,-0.7120842619602007
4781,Nice,Auxerre,2.62,3.07,2.8,0,1,2009-2010,0,1,1476.7486429393189,1469.1477975443202,1561.7607134977072,1569.361558892706,-1,-2,3,0,7,-0.23000000000000043,-85.01207055838836,22,32,-10,-0.8430542018795834,-0.15457304137230218,1.7132715040754636
4782,Paris SG,Monaco,1.8,3.38,4.57,0,1,2009-2010,0,1,1539.4818223966706,1529.2032272173612,1529.7999290772925,1540.078524256602,-1,-1,2,0,3,-0.14400000000000057,9.681893319378105,28,33,-5,-0.40784348596118225,-0.06538057010668369,0.7497883571677242
4783,Sochaux,Lille,4.47,3.37,1.82,2,1,2009-2010,1,0,1494.4605896430987,1507.5506695753488,1605.4482996067634,1592.3582196745133,-3,1,2,-15,3,1.4220000000000004,-110.98770996366466,26,33,-7,-0.8069631978332479,-3.432833011956163,-1.1190089991962644
4784,Toulouse,Nancy,1.78,3.35,4.83,0,0,2009-2010,0,0,1546.8873156605846,1545.1800765177024,1486.9851763926063,1488.6924155354884,0,1,-1,2,-3,-0.3080000000000007,59.90213926797833,28,26,2,0.25183473128647044,0.7062202783039158,-0.5609170831452381
4785,St Etienne,Rennes,2.73,3.05,2.64,0,0,2009-2010,0,0,1457.20002635668,1460.1869422270306,1564.238817716328,1561.2519018459773,-1,0,1,-2,4,2.7079999999999993,-107.03879135964803,19,27,-8,-0.6949226748632233,-0.40955278782115695,0.6650676459092743
4786,Bordeaux,Marseille,1.94,3.28,4.03,1,1,2009-2010,0,0,1699.0867006142412,1697.178157217654,1631.9539268530662,1633.8624702496534,2,-1,-1,2,-2,0.3180000000000003,67.13277376117503,43,32,11,0.9508854663835025,0.16061763512507835,-0.12651235260738047
4787,Auxerre,Boulogne,1.46,3.85,7.89,0,0,2009-2010,0,0,1565.036966454895,1561.7607134977072,1446.851305534335,1450.127558491523,0,1,-1,0,-3,-3.948,118.18566092055994,31,6,25,2.0343097743693495,-1.1786565949241423,-0.5088062612898343
4788,Grenoble,St Etienne,2.43,3.06,3.05,1,2,2009-2010,0,1,1405.01300233768,1396.2565646059004,1448.4435886249003,1457.20002635668,1,-1,0,2,-1,-0.4559999999999995,-43.430586287220194,7,16,-9,-0.6207898404704035,1.2781993381729104,-0.14464621384947532
4789,Le Mans,Lorient,2.51,3.02,2.96,0,3,2009-2010,0,1,1438.2909132978348,1430.7054237046357,1523.8693053045663,1531.4547948977654,1,0,-1,0,-2,0.3260000000000005,-85.57839200673152,16,28,-12,-0.8728259661963722,1.1635389315784068,-0.7401011842948846
4790,Lille,Paris SG,1.8,3.38,4.65,3,1,2009-2010,1,0,1596.8424350410578,1605.4482996067634,1548.0876869623762,1539.4818223966706,3,-1,-2,11,0,-0.8180000000000001,48.75474807868159,30,28,2,0.3813413464211858,2.7129335883171777,1.2331723531510799
4791,Monaco,Sochaux,1.85,3.32,4.46,2,0,2009-2010,1,0,1520.2680347242692,1529.7999290772925,1503.992483996122,1494.4605896430987,0,0,0,4,4,-0.22199999999999998,16.27555072814721,30,26,4,0.3568212477817788,0.31427874971677017,1.4728367887991438
4792,Montpellier,Nice,1.67,3.50,5.38,1,0,2009-2010,1,0,1540.0491977842644,1548.4830037089519,1485.1824488640063,1476.7486429393189,2,-2,0,-1,-2,0.7320000000000002,54.86674892025803,22,22,0,0.04468760443639538,0.1650944835146904,-0.5692192042767806
4793,Nancy,Lyon,3.97,3.24,1.96,0,2,2009-2010,0,1,1494.1316284863858,1486.9851763926063,1596.104641996665,1603.2510940904444,2,-1,-1,1,-1,1.3680000000000003,-101.97301351027909,26,30,-4,-0.24692147355516708,0.8177630068637511,-0.21837958950185007
4794,Rennes,Lens,1.66,3.49,5.67,1,1,2009-2010,0,0,1565.9948845715153,1564.238817716328,1504.3438501613432,1506.0999170165305,1,-2,1,-1,1,-0.9359999999999999,61.65103441017209,26,25,1,0.08966801244124444,-0.27265620436037363,0.1969250138412362
4795,Valenciennes,Toulouse,2.24,3.06,3.39,1,3,2009-2010,0,1,1514.0487019392547,1504.724468733196,1537.563082454526,1546.8873156605846,0,1,-1,2,1,-0.13200000000000012,-23.51438051527134,27,25,2,0.20830367882677434,0.3330817006509553,0.4020812620943047
4796,Boulogne,Sochaux,3.03,3.05,2.43,0,0,2009-2010,0,0,1445.1247308901736,1446.851305534335,1505.7190586402835,1503.992483996122,-2,0,2,2,10,5.106000000000001,-60.59432775010987,5,25,-20,-1.6608012438915318,0.5307440583964771,2.4984417277163
4797,Monaco,Montpellier,2.25,3.06,3.29,4,0,2009-2010,1,0,1509.0594037271921,1520.2680347242692,1551.2578287813415,1540.0491977842644,-2,2,0,-1,4,-0.4299999999999997,-42.19842505414931,27,22,5,0.3485355437882642,-1.0067248945159921,0.831582735173656
4798,Toulouse,Bordeaux,3.91,3.26,1.98,1,2,2009-2010,0,1,1543.5039898531734,1537.563082454526,1693.1457932155938,1699.0867006142412,-3,1,2,-6,2,0.18399999999999972,-149.64180336242043,25,40,-15,-1.2784896109253847,-0.7982091313186594,-0.41068455159587525
4799,Le Mans,Monaco,2.23,3.16,3.3,1,1,2009-2010,0,0,1436.1645751313263,1438.2909132978348,1511.1857418937007,1509.0594037271921,1,0,-1,2,-3,0.8900000000000006,-75.02116676237438,15,26,-11,-0.7591435371692272,1.6187761225063284,-0.715097407074225
4800,Lorient,Valenciennes,1.95,3.24,4.06,3,2,2009-2010,1,0,1513.5585291111183,1523.8693053045663,1524.3594781327026,1514.0487019392547,-1,0,1,0,2,0.8959999999999995,-10.800949021584302,25,27,-2,-0.16620128330467762,-0.1414669941041301,0.4904631222333716
4801,Lyon,Montpellier,1.49,3.82,7.22,1,2,2009-2010,0,1,1608.0581005310685,1596.104641996665,1539.3043702469379,1551.2578287813415,-2,2,0,2,3,-0.7540000000000004,68.7537302841306,30,19,11,0.8712836776263506,-0.6425508300607331,1.0398659193964261
4802,Marseille,Auxerre,1.44,4.07,7.87,0,2,2009-2010,0,1,1644.544322729412,1631.9539268530662,1552.4465705785492,1565.036966454895,3,-2,-1,5,-2,-1.346,92.09775215086279,32,28,4,0.4690695416051302,1.4000051761413514,0.1302548298608299
4803,Paris SG,Grenoble,1.46,3.95,7.79,4,0,2009-2010,1,0,1541.6700324435935,1548.0876869623762,1411.4306568564627,1405.01300233768,1,-1,0,5,0,-1.5020000000000007,130.23937558713078,25,7,18,1.5174617699041615,0.08331441542148012,0.850452100636311
4804,Sochaux,Rennes,2.87,3.03,2.56,2,0,2009-2010,1,0,1493.318124006922,1505.7190586402835,1578.3958192048767,1565.9948845715153,-1,0,1,-2,1,-0.3340000000000001,-85.07769519795465,22,26,-4,-0.331952927707451,-0.33141944858542677,-0.03967329377689458
4805,Nancy,Lille,3.73,3.31,2.01,0,4,2009-2010,0,1,1501.6609937821356,1494.1316284863858,1589.313069745308,1596.8424350410578,-2,0,2,-11,3,1.42,-87.65207596317236,26,27,-1,-0.27514163448942447,-2.8692963603935437,-0.5204867941615885
